Prefix|Security Identifier|CUSIP|Security Factor Date|Security Factor|Payment Delay Days|Security Data Correction Indicator|Security Status Indicator|Security Notification Indicator|Security Description|Issuer|Issue Date|Maturity Date|Updated Longest Maturity Date|Issuance Investor Security UPB|Current Investor Security UPB|Unconverted WA Net Interest Rate|WA Issuance Interest Rate|WA Current Interest Rate|WA Net Accrual Interest Rate|WA Loan Term|WA Issuance Remaining Months to Maturity|WA Current Remaining Months to Maturity|WA Loan Age|WA Mortgage Loan Amount|Average Mortgage Loan Amount|WA Loan-To-Value (LTV)|WA Combined Loan-To-Value (CLTV)|WA Debt-To-Income (DTI)|WA Borrower Credit Score|Filler|Filler|Loan Count|Third Party Origination UPB Percent|Seller Name|Seller City|Seller State|Servicer Name|Servicer City|Servicer State|Involuntary Loan Removal (Prior Month UPB)|Involuntary Loan Removal (Loan Count)|Eligible for Resecuritization|Notes|Notes Ongoing|Interest Only Security Indicator|WA Months to Amortization|Prepayment Penalty Indicator|Reduced Minimum Servicing Indicator|Subtype|Index|WA Mortgage Margin|WA MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Payment Adjustment Frequency|Payment Lookback|Convertibility Indicator|Negative Amortization Indicator|Negative Amortization Factor|WA Negative Amortization Limit|Initial Fixed Rate Period|First Rate Adjustment Date|First Payment Adjustment Date|WA Months to Next Rate Adjustment Date|WA Life Interest Rate Ceiling|WA Net Life Interest Rate Ceiling|WA Life Interest Rate Floor|WA Net Life Interest Rate Floor|Initial Interest Rate Cap Up %|Initial Interest Rate Cap Down %|Periodic Interest Rate Cap Up %|Periodic Interest Rate Cap Down %|Initial Step Fixed-Rate Period|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|WA Months to Next Step Rate Adjustment|Periodic Step Rate Cap Up %|WA Origination Mortgage Loan Amount|Average Origination Mortgage Loan Amount|WA Origination Interest Rate|WA Origination Loan Term|WA Origination Loan-To-Value (LTV)|WA Origination Combined Loan-To-Value (CLTV)|WA Origination Debt-To-Income (DTI)|WA  Origination Credit Score|Filler|Filler|Origination Third Party Origination UPB Percent|WA Estimated Loan-To-Value (ELTV)|WA Updated Credit Score|WA Original Interest Only Term|WA Original Balloon Term|WA Remaining Amortization Term|WA Debt Service Coverage Ratio (DSCR)|Interest Accrual Method|Prepayment Penalty Provision|Green Advantage|Converted WA Net Interest Rate|Green Indicator
WN|WN2216|3132XGPA8|052026|1.00000000|55|N|A|7|FKAR 03.8500 WN-WN2216|FRE|10012022|092029|092029|26100000.00|26100000.00|3.850|4.450|4.450||360|83|40|44|26100000.00|26100000.00|50|50|||||1||PNC Bank, National Association|Wilmington|DE|PNC Bank, National Association|Wilmington|DE|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|084|360|00001.28|ACTUAL/360|YM1%(56) 1%(24) O(4)|N/A|03.850|
WN|WN2217|3132XGPB6|052026|1.00000000|55|N|A|7|FKAR 03.9000 WN-WN2217|FRE|10012022|092032|092032|21428000.00|21428000.00|3.900|4.540|4.540||360|119|76|44|21428000.00|21428000.00|62|62|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|29|Y|N|||||||||||||||||||||||||||||||||||||||||||072|120|360|00001.23|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.900|
WN|WN2218|3132XGPC4|052026|1.00000000|55|N|A|7|FKAR 03.3000 WN-WN2218|FRE|10012022|052032|052032|38231000.00|38231000.00|3.300|3.880|3.880||420|115|72|48|38231000.00|38231000.00|50|50|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|13|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.300|
WN|WN2219|3132XGPD2|052026|1.00000000|55|N|A|7|FKAR 03.8000 WN-WN2219|FRE|10012022|082032|082032|27385000.00|27385000.00|3.800|4.430|4.430||360|118|75|45|27385000.00|27385000.00|62|62|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|16|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(83) 1%(33) O(4)|N/A|03.800|
WN|WN2220|3132XGPE0|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2220|FRE|10012022|092032|092032|9055000.00|9055000.00|3.750|4.450|4.450||420|119|76|44|9055000.00|9055000.00|63|63|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2221|3132XGPF7|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2221|FRE|10012022|092032|092032|13125000.00|13125000.00|3.750|4.450|4.450||420|119|76|44|13125000.00|13125000.00|62|62|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2222|3132XGPG5|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2222|FRE|10012022|092032|092032|10110000.00|10110000.00|3.750|4.450|4.450||420|119|76|44|10110000.00|10110000.00|65|65|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2223|3132XGPH3|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2223|FRE|10012022|092032|092032|9940000.00|9940000.00|3.750|4.450|4.450||420|119|76|44|9940000.00|9940000.00|70|70|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.21|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2224|3132XGPJ9|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2224|FRE|10012022|092032|092032|12890000.00|12890000.00|3.750|4.450|4.450||420|119|76|44|12890000.00|12890000.00|55|55|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2225|3132XGPK6|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2225|FRE|10012022|092032|092032|16607000.00|16607000.00|3.750|4.450|4.450||420|119|76|44|16607000.00|16607000.00|66|66|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2226|3132XGPL4|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2226|FRE|10012022|092032|092032|8956000.00|8956000.00|3.750|4.450|4.450||420|119|76|44|8956000.00|8956000.00|66|66|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2227|3132XGPM2|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2227|FRE|10012022|092032|092032|1029000.00|1029000.00|3.750|4.450|4.450||420|119|76|44|1029000.00|1029000.00|66|66|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2228|3132XGPN0|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2228|FRE|10012022|092032|092032|10452000.00|10452000.00|3.750|4.450|4.450||420|119|76|44|10452000.00|10452000.00|42|42|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.44|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2229|3132XGPP5|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2229|FRE|10012022|092032|092032|5168000.00|5168000.00|3.750|4.450|4.450||420|119|76|44|5168000.00|5168000.00|57|57|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2230|3132XGPQ3|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2230|FRE|10012022|092032|092032|3080000.00|3080000.00|3.750|4.450|4.450||420|119|76|44|3080000.00|3080000.00|70|70|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.24|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2231|3132XGPR1|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2231|FRE|10012022|092032|092032|4125000.00|4125000.00|3.750|4.450|4.450||420|119|76|44|4125000.00|4125000.00|61|61|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2232|3132XGPS9|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2232|FRE|10012022|092032|092032|23537000.00|23537000.00|3.750|4.450|4.450||420|119|76|44|23537000.00|23537000.00|69|69|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2233|3132XGPT7|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2233|FRE|10012022|092032|092032|8335000.00|8335000.00|3.750|4.450|4.450||420|119|76|44|8335000.00|8335000.00|59|59|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2234|3132XGPU4|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2234|FRE|10012022|092032|092032|21225000.00|21225000.00|3.750|4.450|4.450||420|119|76|44|21225000.00|21225000.00|63|63|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2235|3132XGPV2|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2235|FRE|10012022|092032|092032|3980000.00|3980000.00|3.750|4.450|4.450||420|119|76|44|3980000.00|3980000.00|59|59|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2236|3132XGPW0|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2236|FRE|10012022|092032|092032|10765000.00|10765000.00|3.750|4.450|4.450||420|119|76|44|10765000.00|10765000.00|69|69|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2237|3132XGPX8|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2237|FRE|10012022|092032|092032|12555000.00|12555000.00|3.750|4.450|4.450||420|119|76|44|12555000.00|12555000.00|49|49|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2238|3132XGPY6|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2238|FRE|10012022|092032|092032|8877000.00|8877000.00|3.750|4.450|4.450||420|119|76|44|8877000.00|8877000.00|61|61|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2239|3132XGPZ3|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2239|FRE|10012022|092032|092032|20550000.00|20550000.00|3.750|4.450|4.450||420|119|76|44|20550000.00|20550000.00|60|60|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2240|3132XGP26|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2240|FRE|10012022|092032|092032|8973000.00|8973000.00|3.750|4.450|4.450||420|119|76|44|8973000.00|8973000.00|68|69|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2241|3132XGP34|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2241|FRE|10012022|092032|092032|7560000.00|7560000.00|3.750|4.450|4.450||420|119|76|44|7560000.00|7560000.00|70|70|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.24|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2242|3132XGP42|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2242|FRE|10012022|092032|092032|2687000.00|2687000.00|3.750|4.450|4.450||420|119|76|44|2687000.00|2687000.00|45|45|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2243|3132XGP59|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2243|FRE|10012022|092032|092032|12250000.00|12250000.00|3.750|4.450|4.450||420|119|76|44|12250000.00|12250000.00|70|70|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.26|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2244|3132XGP67|052026|1.00000000|55|N|A|7|FKAR 03.7500 WN-WN2244|FRE|10012022|092032|092032|14367000.00|14367000.00|3.750|4.450|4.450||420|119|76|44|14367000.00|14367000.00|69|69|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|420|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.750|
WN|WN2245|3132XGP75|052026|0.99207524|55|N|A|7|FKAR 03.8500 WN-WN2245|FRE|11012022|092029|092029|51285000.00|50878578.85|3.850|4.380|4.380||420|82|40|44|51285000.00|51285000.00|65|65|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||036|084|412|00001.27|ACTUAL/360|YM1%(77) 1%(3) O(4)|N/A|03.850|
WN|WN2246|3132XGP83|052026|0.99207524|55|N|A|7|FKAR 03.8500 WN-WN2246|FRE|11012022|092029|092029|34805000.00|34529178.90|3.850|4.380|4.380||420|82|40|44|34805000.00|34805000.00|63|63|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||036|084|412|00001.25|ACTUAL/360|YM1%(77) 1%(3) O(4)|N/A|03.850|
WN|WN2247|3132XGP91|052026|1.00000000|55|N|A|7|FKAR 04.2000 WN-WN2247|FRE|11012022|092032|092032|41881000.00|41881000.00|4.200|4.780|4.780||360|118|76|44|41881000.00|41881000.00|66|66|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|29|Y|N|||||||||||||||||||||||||||||||||||||||||||072|120|360|00001.25|ACTUAL/360|YM1%(83) 1%(33) O(4)|N/A|04.200|
WN|WN2248|3132XGQA7|052026|1.00000000|55|N|A|7|FKAR 04.0800 WN-WN2248|FRE|11012022|092032|092032|7125000.00|7125000.00|4.080|4.730|4.730||360|118|76|44|7125000.00|7125000.00|71|71|||||1||Capital One, National Association|Bethesda|MD|Capital One, National Association|Bethesda|MD|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.28|ACTUAL/360|YM1%(83) 1%(33) O(4)|N/A|04.080|
WN|WN2249|3132XGQB5|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2249|FRE|11012022|092032|092032|11109000.00|11109000.00|4.000|4.570|4.570||360|118|76|44|11109000.00|11109000.00|55|56|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2250|3132XGQC3|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2250|FRE|11012022|092032|092032|8404000.00|8404000.00|4.000|4.570|4.570||360|118|76|44|8404000.00|8404000.00|64|64|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2251|3132XGQD1|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2251|FRE|11012022|092032|092032|25075000.00|25075000.00|4.000|4.570|4.570||360|118|76|44|25075000.00|25075000.00|57|58|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2252|3132XGQE9|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2252|FRE|11012022|092032|092032|20787000.00|20787000.00|4.000|4.570|4.570||360|118|76|44|20787000.00|20787000.00|65|65|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2253|3132XGQF6|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2253|FRE|11012022|092032|092032|5006000.00|5006000.00|4.000|4.570|4.570||360|118|76|44|5006000.00|5006000.00|49|49|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2254|3132XGQG4|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2254|FRE|11012022|092032|092032|5283000.00|5283000.00|4.000|4.570|4.570||360|118|76|44|5283000.00|5283000.00|55|55|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2255|3132XGQH2|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2255|FRE|11012022|092032|092032|10077000.00|10077000.00|4.000|4.570|4.570||360|118|76|44|10077000.00|10077000.00|52|53|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2257|3132XGQK5|052026|0.97335419|55|N|A|7|FKAR 03.8000 WN-WN2257|FRE|11012022|092029|092029|13813000.00|13444941.49|3.800|4.450|4.450||360|82|40|44|13813000.00|13813000.00|50|50|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|084|340|00001.20|ACTUAL/360|YM1%(59) O(25)|N/A|03.800|
WN|WN2258|3132XGQL3|052026|0.99207524|55|N|A|7|FKAR 03.8000 WN-WN2258|FRE|11012022|092029|092029|59570000.00|59097922.26|3.800|4.380|4.380||420|82|40|44|59570000.00|59570000.00|62|62|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||036|084|412|00001.25|ACTUAL/360|YM1%(77) 1%(3) O(4)|N/A|03.800|
WN|WN2259|3132XGQM1|052026|0.99207524|55|N|A|7|FKAR 03.8000 WN-WN2259|FRE|11012022|092029|092029|34320000.00|34048022.36|3.800|4.380|4.380||420|82|40|44|34320000.00|34320000.00|65|65|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||036|084|412|00001.25|ACTUAL/360|YM1%(77) 1%(3) O(4)|N/A|03.800|
WN|WN2260|3132XGQN9|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2260|FRE|11012022|092032|092032|18969000.00|18969000.00|4.000|4.720|4.720||360|118|76|44|18969000.00|18969000.00|63|63|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2261|3132XGQP4|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2261|FRE|11012022|092032|092032|3863000.00|3863000.00|4.000|4.690|4.690||360|118|76|44|3863000.00|3863000.00|60|61|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2262|3132XGQQ2|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN2262|FRE|11012022|092032|092032|3559000.00|3559000.00|4.000|4.690|4.690||360|118|76|44|3559000.00|3559000.00|58|58|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|17|Y|N|||||||||||||||||||||||||||||||||||||||||||060|120|360|00001.20|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|04.000|
WN|WN2263|3132XGQR0|052026|1.00000000|55|N|A|7|FKAR 03.8500 WN-WN2263|FRE|11012022|092032|092032|32177000.00|32177000.00|3.850|4.390|4.390||360|118|76|44|32177000.00|32177000.00|63|63|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|41|Y|N|||||||||||||||||||||||||||||||||||||||||||084|120|360|00001.25|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.850|
WN|WN2264|3132XGQS8|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN2264|FRE|12012022|102029|102029|34300000.00|34300000.00|4.100|4.780|4.780||360|82|41|43|34300000.00|34300000.00|53|53|||||1||Northmarq Capital, LLC|Bloomington|MN|Northmarq Capital, LLC|Bloomington|MN|0.00|0|Y|||Y|6|Y|N|||||||||||||||||||||||||||||||||||||||||||048|084|360|00001.28|ACTUAL/360|YM1%(59) 1%(21) O(4)|N/A|04.100|
WN|WN2265|3132XGQT6|052026|1.00000000|55|N|A|7|FKAR 03.5500 WN-WN2265|FRE|12012022|102032|102032|74589000.00|74589000.00|3.550|4.200|4.200||360|118|77|43|74589000.00|74589000.00|49|49|||||1||Arbor Agency Lending, LLC|Uniondale|NY|Arbor Agency Lending, LLC|Uniondale|NY|0.00|0|Y|||Y|30|Y|N|||||||||||||||||||||||||||||||||||||||||||072|120|360|00001.35|ACTUAL/360|YM1%(113) 1%(3) O(4)|N/A|03.550|
