Prefix|Security Identifier|CUSIP|Security Factor Date|Security Factor|Payment Delay Days|Security Data Correction Indicator|Security Status Indicator|Security Notification Indicator|Security Description|Issuer|Issue Date|Maturity Date|Updated Longest Maturity Date|Issuance Investor Security UPB|Current Investor Security UPB|Unconverted WA Net Interest Rate|WA Issuance Interest Rate|WA Current Interest Rate|WA Net Accrual Interest Rate|WA Loan Term|WA Issuance Remaining Months to Maturity|WA Current Remaining Months to Maturity|WA Loan Age|WA Mortgage Loan Amount|Average Mortgage Loan Amount|WA Loan-To-Value (LTV)|WA Combined Loan-To-Value (CLTV)|WA Debt-To-Income (DTI)|WA Borrower Credit Score|Filler|Filler|Loan Count|Third Party Origination UPB Percent|Seller Name|Seller City|Seller State|Servicer Name|Servicer City|Servicer State|Involuntary Loan Removal (Prior Month UPB)|Involuntary Loan Removal (Loan Count)|Eligible for Resecuritization|Notes|Notes Ongoing|Interest Only Security Indicator|WA Months to Amortization|Prepayment Penalty Indicator|Reduced Minimum Servicing Indicator|Subtype|Index|WA Mortgage Margin|WA MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Payment Adjustment Frequency|Payment Lookback|Convertibility Indicator|Negative Amortization Indicator|Negative Amortization Factor|WA Negative Amortization Limit|Initial Fixed Rate Period|First Rate Adjustment Date|First Payment Adjustment Date|WA Months to Next Rate Adjustment Date|WA Life Interest Rate Ceiling|WA Net Life Interest Rate Ceiling|WA Life Interest Rate Floor|WA Net Life Interest Rate Floor|Initial Interest Rate Cap Up %|Initial Interest Rate Cap Down %|Periodic Interest Rate Cap Up %|Periodic Interest Rate Cap Down %|Initial Step Fixed-Rate Period|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|WA Months to Next Step Rate Adjustment|Periodic Step Rate Cap Up %|WA Origination Mortgage Loan Amount|Average Origination Mortgage Loan Amount|WA Origination Interest Rate|WA Origination Loan Term|WA Origination Loan-To-Value (LTV)|WA Origination Combined Loan-To-Value (CLTV)|WA Origination Debt-To-Income (DTI)|WA  Origination Credit Score|Filler|Filler|Origination Third Party Origination UPB Percent|WA Estimated Loan-To-Value (ELTV)|WA Updated Credit Score|WA Original Interest Only Term|WA Original Balloon Term|WA Remaining Amortization Term|WA Debt Service Coverage Ratio (DSCR)|Interest Accrual Method|Prepayment Penalty Provision|Green Advantage|Converted WA Net Interest Rate|Green Indicator
WN|WN0046|3132XEBQ3|052026|1.00000000|55|N|A|7|FKAR 02.4600 WN-WN0046|FRE|01012022|102036|102036|156456000.00|156456000.00|2.460|3.080|3.080||360|177|125|55|156456000.00|156456000.00|74|74|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|6|Y|N|||||||||||||||||||||||||||||||||||||||||||060|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.460|
WN|WN0047|3132XEBR1|052026|0.96951734|55|N|A|7|FKAR 02.4700 WN-WN0047|FRE|01012022|122036|122036|2375000.00|2302603.69|2.470|4.200|4.200||420|179|127|53|2375000.00|2375000.00|70|70|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|180|391|00001.22|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.470|
WN|WN0048|3132XEBS9|052026|1.00000000|55|N|A|7|FKAR 02.4800 WN-WN0048|FRE|01012022|122036|122036|61883000.00|61883000.00|2.480|3.310|3.310||360|179|127|53|61883000.00|61883000.00|73|74|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|68|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.26|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.480|
WN|WN0049|3132XEBT7|052026|1.00000000|55|N|A|7|FKAR 02.6900 WN-WN0049|FRE|02012022|012037|012037|77360000.00|77360000.00|2.690|3.370|3.370||360|179|128|52|77360000.00|77360000.00|70|70|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|9|Y|N|||||||||||||||||||||||||||||||||||||||||||060|180|360|00001.26|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.690|
WN|WN0050|3132XEBU4|052026|0.96985944|55|N|A|7|FKAR 02.7000 WN-WN0050|FRE|02012022|122036|122036|7400000.00|7176959.87|2.700|4.250|4.250||420|178|127|53|7400000.00|7400000.00|79|79|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|180|391|00001.21|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.700|
WN|WN0051|3132XEBV2|052026|0.94856324|55|N|A|7|FKAR 02.8500 WN-WN0051|FRE|02012022|112036|112036|34491000.00|32716894.85|2.850|5.110|5.110||360|177|126|54|34491000.00|34491000.00|55|55|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|180|318|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0052|3132XEBW0|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0052|FRE|02012022|112036|112036|30000000.00|30000000.00|2.850|3.520|3.520||360|177|126|54|30000000.00|30000000.00|72|72|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.28|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0053|3132XEBX8|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0053|FRE|02012022|102036|102036|28240000.00|28240000.00|2.850|3.510|3.510||360|176|125|55|28240000.00|28240000.00|70|70|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|30|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0054|3132XEBY6|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0054|FRE|02012022|112036|112036|9955000.00|9955000.00|2.850|3.670|3.670||360|177|126|54|9955000.00|9955000.00|54|54|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.37|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0055|3132XEBZ3|052026|0.97311234|55|N|A|7|FKAR 02.9500 WN-WN0055|FRE|03012022|012039|012039|9950000.00|9682467.78|2.950|4.600|4.600||420|202|152|52|9950000.00|9950000.00|76|76|||||1||Bellwether Enterprise Real Estate Capital, LLC|Cleveland|OH|Bellwether Enterprise Real Estate Capital, LLC|Cleveland|OH|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|204|392|00001.15|ACTUAL/360|YM1%(197) 1%(3) O(4)|N/A|02.950|
WN|WN0056|3132XEB26|052026|0.95687279|55|N|A|7|FKAR 03.0400 WN-WN0056|FRE|03012022|012037|012037|11225000.00|10740897.09|3.040|3.710|3.710||360|178|128|52|11225000.00|11225000.00|69|69|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|180|332|00001.35|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.040|
WN|WN0057|3132XEB34|052026|1.00000000|55|N|A|7|FKAR 02.7600 WN-WN0057|FRE|03012022|122036|122036|23600000.00|23600000.00|2.760|3.410|3.410||360|177|127|53|23600000.00|23600000.00|65|65|||||1||Wells Fargo Bank, National Association|West Des Moines|IA|Wells Fargo Bank, National Association|West Des Moines|IA|0.00|0|Y|||Y|32|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.66|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.760|
WN|WN0058|3132XEB42|052026|1.00000000|55|N|A|7|FKAR 03.0000 WN-WN0058|FRE|03012022|112036|112036|10293000.00|10293000.00|3.000|3.670|3.670||360|176|126|54|10293000.00|10293000.00|59|60|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.27|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.000|
WN|WN0059|3132XEB59|052026|1.00000000|55|N|A|7|FKAR 03.0000 WN-WN0059|FRE|03012022|112036|112036|9745000.00|9745000.00|3.000|3.670|3.670||360|176|126|54|9745000.00|9745000.00|50|51|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.30|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.000|
WN|WN0060|3132XEB67|052026|1.00000000|55|N|A|7|FKAR 03.1100 WN-WN0060|FRE|03012022|012037|012037|19930000.00|19930000.00|3.110|3.770|3.770||360|178|128|52|19930000.00|19930000.00|71|71|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|33|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.26|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.110|
WN|WN0061|3132XEB75|052026|1.00000000|55|N|A|7|FKAR 02.6000 WN-WN0061|FRE|03012022|012037|012037|37353000.00|37353000.00|2.600|3.230|3.230||360|178|128|52|37353000.00|37353000.00|61|61|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|33|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.600|
WN|WN0062|3132XEB83|052026|1.00000000|55|N|A|7|FKAR 02.7400 WN-WN0062|FRE|03012022|012037|012037|19613000.00|19613000.00|2.740|3.400|3.400||360|178|128|52|19613000.00|19613000.00|61|61|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|33|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.740|
WN|WN0063|3132XEB91|052026|1.00000000|55|N|A|7|FKAR 03.0100 WN-WN0063|FRE|03012022|012037|012037|29760000.00|29760000.00|3.010|3.650|3.650||360|178|128|52|29760000.00|29760000.00|80|80|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|33|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.28|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.010|
WN|WN0064|3132XECA7|052026|1.00000000|55|N|A|7|FKAR 03.0000 WN-WN0064|FRE|03012022|112036|112036|13341000.00|13341000.00|3.000|3.670|3.670||360|176|126|54|13341000.00|13341000.00|55|55|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.28|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.000|
WN|WN0065|3132XECB5|052026|1.00000000|55|N|A|7|FKAR 03.0000 WN-WN0065|FRE|03012022|112036|112036|20814000.00|20814000.00|3.000|3.670|3.670||360|176|126|54|20814000.00|20814000.00|53|53|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|31|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.31|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.000|
WN|WN0066|3132XECC3|052026|1.00000000|55|N|A|7|FKAR 02.9600 WN-WN0066|FRE|03012022|012037|012037|10300000.00|10300000.00|2.960|3.630|3.630||360|178|128|52|10300000.00|10300000.00|70|71|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|45|Y|N|||||||||||||||||||||||||||||||||||||||||||096|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.960|
WN|WN0067|3132XECD1|052026|1.00000000|55|N|A|7|FKAR 02.9800 WN-WN0067|FRE|03012022|012037|012037|18977000.00|18977000.00|2.980|3.640|3.640||360|178|128|52|18977000.00|18977000.00|71|71|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|45|Y|N|||||||||||||||||||||||||||||||||||||||||||096|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.980|
WN|WN0068|3132XECE9|052026|1.00000000|55|N|A|7|FKAR 03.0600 WN-WN0068|FRE|03012022|122036|122036|35529000.00|35529000.00|3.060|3.690|3.690||360|177|127|53|35529000.00|35529000.00|57|57|||||1||Grandbridge Real Estate Capital LLC|Vienna|VA|Grandbridge Real Estate Capital LLC|Charlotte|NC|0.00|0|Y|||Y|56|Y|N|||||||||||||||||||||||||||||||||||||||||||108|180|360|00001.35|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.060|
WN|WN0069|3132XECF6|052026|1.00000000|55|N|A|7|FKAR 03.1900 WN-WN0069|FRE|04012022|082035|082035|58387000.00|58387000.00|3.190|4.170|4.170||360|160|111|81|58387000.00|58387000.00|67|67|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|4|Y|N|||||||||||||||||||||||||||||||||||||||||||084|192|360|00001.25|ACTUAL/360|YM1%(185) 1%(3) O(4)|N/A|03.190|
WN|WN0070|3132XECG4|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0070|FRE|04012022|082035|082035|52293000.00|52293000.00|3.200|4.170|4.170||360|160|111|81|52293000.00|52293000.00|67|67|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|4|Y|N|||||||||||||||||||||||||||||||||||||||||||084|192|360|00001.25|ACTUAL/360|YM1%(185) 1%(3) O(4)|N/A|03.200|
WN|WN0071|3132XECH2|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0071|FRE|04012022|022037|022037|16126000.00|16126000.00|2.910|3.270|3.270||360|178|129|51|16126000.00|16126000.00|57|57|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|34|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.910|
WN|WN0072|3132XECJ8|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0072|FRE|04012022|022037|022037|28111000.00|28111000.00|2.910|3.270|3.270||360|178|129|51|28111000.00|28111000.00|53|53|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|34|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.910|
WN|WN0073|3132XECK5|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0073|FRE|04012022|022037|022037|29810000.00|29810000.00|2.910|3.270|3.270||360|178|129|51|29810000.00|29810000.00|53|53|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|34|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.910|
WN|WN0074|3132XECL3|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0074|FRE|04012022|022037|022037|74400000.00|74400000.00|2.910|3.360|3.360||360|178|129|51|74400000.00|74400000.00|66|66|||||1||Berkeley Point Capital LLC|Bethesda|MD|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|70|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.910|
WN|WN0075|3132XECM1|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0075|FRE|04012022|032037|032037|62009000.00|62009000.00|2.910|3.220|3.220||360|179|130|50|62009000.00|62009000.00|58|59|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|35|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.910|
WN|WN0076|3132XECN9|052026|1.00000000|55|N|A|7|FKAR 02.9100 WN-WN0076|FRE|04012022|062036|062036|66745000.00|66745000.00|2.910|3.420|3.420||360|170|121|71|66745000.00|66745000.00|65|65|||||1||KeyBank National Association|Cleveland|OH|KeyBank National Association|Cleveland|OH|0.00|0|Y|||Y|50|Y|N|||||||||||||||||||||||||||||||||||||||||||120|192|360|00001.35|ACTUAL/360|YM1%(185) O(7)|N/A|02.910|
WN|WN0077|3132XECP4|052026|1.00000000|55|N|A|7|FKAR 02.7700 WN-WN0077|FRE|05012022|032040|032040|115000000.00|115000000.00|2.770|3.120|3.120||360|214|166|50|115000000.00|115000000.00|50|50|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|59|Y|N|||||||||||||||||||||||||||||||||||||||||||108|216|360|00001.45|ACTUAL/360|YM1%(179) 1%(33) O(4)|N/A|02.770|
WN|WN0078|3132XECQ2|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0078|FRE|05012022|042037|042037|42393000.00|42393000.00|3.200|3.610|3.610||360|179|131|49|42393000.00|42393000.00|68|68|||||1||ORIX Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|12|Y|N|||||||||||||||||||||||||||||||||||||||||||060|180|360|00001.30|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0079|3132XECR0|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0079|FRE|05012022|042037|042037|10868000.00|10868000.00|3.200|3.720|3.720||360|179|131|49|10868000.00|10868000.00|71|72|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0080|3132XECS8|052026|0.93396855|55|N|A|7|FKAR 03.2000 WN-WN0080|FRE|05012022|032037|032037|30016000.00|28034000.00|3.200|3.600|3.600||360|178|130|50|30016000.00|30016000.00|74|74|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|35|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0081|3132XECT6|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0081|FRE|05012022|042037|042037|11960000.00|11960000.00|3.200|3.720|3.720||360|179|131|49|11960000.00|11960000.00|72|72|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0082|3132XECU3|052026|1.00000000|55|N|A|7|FKAR 02.8200 WN-WN0082|FRE|05012022|032037|032037|7500000.00|7500000.00|2.820|3.280|3.280||360|178|130|50|7500000.00|7500000.00|48|48|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|95|Y|N|||||||||||||||||||||||||||||||||||||||||||144|180|360|00002.12|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.820|
WN|WN0083|3132XECV1|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0083|FRE|05012022|042037|042037|4737000.00|4737000.00|3.200|3.860|3.860||360|179|131|49|4737000.00|4737000.00|66|66|||||1||Capital One, National Association|Bethesda|MD|Capital One, National Association|Bethesda|MD|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0084|3132XECW9|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0084|FRE|05012022|042037|042037|3132000.00|3132000.00|3.200|3.860|3.860||360|179|131|49|3132000.00|3132000.00|64|64|||||1||Capital One, National Association|Bethesda|MD|Capital One, National Association|Bethesda|MD|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0085|3132XECX7|052026|1.00000000|55|N|A|7|FKAR 03.2000 WN-WN0085|FRE|05012022|042037|042037|19152000.00|19152000.00|3.200|3.810|3.810||360|179|131|49|19152000.00|19152000.00|61|61|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.200|
WN|WN0086|3132XECY5|052026|1.00000000|55|N|A|7|FKAR 03.5600 WN-WN0086|FRE|06012022|082035|082035|38027000.00|38027000.00|3.560|4.170|4.170||360|158|111|81|38027000.00|38027000.00|67|67|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|4|Y|N|||||||||||||||||||||||||||||||||||||||||||084|192|360|00001.25|ACTUAL/360|YM1%(185) 1%(3) O(4)|N/A|03.560|
WN|WN0087|3132XECZ2|052026|1.00000000|55|N|A|7|FKAR 02.4000 WN-WN0087|FRE|06012022|112037|112037|47036000.00|47036000.00|2.400|3.360|3.360||360|185|138|54|47036000.00|47036000.00|71|71|||||1||Arbor Agency Lending, LLC|Uniondale|NY|Arbor Agency Lending, LLC|Uniondale|NY|0.00|0|Y|||Y|79|Y|N|||||||||||||||||||||||||||||||||||||||||||132|192|360|00001.25|ACTUAL/360|YM1%(185) 1%(3) O(4)|N/A|02.400|
WN|WN0088|3132XEC25|052026|1.00000000|55|N|A|7|FKAR 02.8800 WN-WN0088|FRE|06012022|042037|042037|12734000.00|12734000.00|2.880|3.510|3.510||360|178|131|49|12734000.00|12734000.00|60|60|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|72|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.880|
WN|WN0089|3132XEC33|052026|0.98819195|55|N|A|7|FKAR 03.7000 WN-WN0089|FRE|06012022|052037|052037|19376000.00|19147207.24|3.700|4.350|4.350||420|179|132|48|19376000.00|19376000.00|57|57|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||036|180|408|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.700|
WN|WN0090|3132XEC41|052026|1.00000000|55|N|A|7|FKAR 03.6000 WN-WN0090|FRE|06012022|042037|042037|9750000.00|9750000.00|3.600|4.270|4.270||360|178|131|49|9750000.00|9750000.00|73|73|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|36|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.53|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.600|
WN|WN0091|3132XEC58|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0091|FRE|06012022|042037|042037|29135000.00|29135000.00|2.850|3.480|3.480||360|178|131|49|29135000.00|29135000.00|62|62|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|72|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0092|3132XEC66|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0092|FRE|06012022|042037|042037|21587000.00|21587000.00|2.850|3.490|3.490||360|178|131|49|21587000.00|21587000.00|64|64|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|72|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0093|3132XEC74|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0093|FRE|06012022|042037|042037|9970000.00|9970000.00|2.850|3.530|3.530||360|178|131|49|9970000.00|9970000.00|66|66|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|72|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0094|3132XEC82|052026|1.00000000|55|N|A|7|FKAR 02.8500 WN-WN0094|FRE|06012022|042037|042037|1752000.00|1752000.00|2.850|3.590|3.590||360|178|131|49|1752000.00|1752000.00|53|53|||||1||PGIM Real Estate Agency Financing, LLC|Arlington|VA|PGIM Real Estate Agency Financing, LLC|Arlington|VA|0.00|0|Y|||Y|72|Y|N|||||||||||||||||||||||||||||||||||||||||||120|180|360|00001.25|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|02.850|
WN|WN0095|3132XEC90|052026|1.00000000|55|N|A|7|FKAR 03.3000 WN-WN0095|FRE|07012022|052037|052037|1411000.00|1411000.00|3.300|3.990|3.990||360|178|132|48|1411000.00|1411000.00|69|69|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|37|Y|N|||||||||||||||||||||||||||||||||||||||||||084|180|360|00001.35|ACTUAL/360|YM1%(173) 1%(3) O(4)|N/A|03.300|
